	SRR21726537_dairy1	SRR21726538_dairy2	SRR21726539_dairy3	SRR21726540_dairy4	SRR21726541_dairy5	SRR21726542_dairy6	SRR21726543_dairy7	SRR21726544_dairy8	SRR21726545_meat1	SRR21726546_meat2	SRR21726547_meat3	SRR21726548_meat4	SRR21726549_meat5	SRR21726550_meat6	SRR21726551_meat7	SRR21726552_meat8
ASV_1062	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0
ASV_1063	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0
ASV_1064	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0
ASV_1065	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0
ASV_1066	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0
ASV_1067	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0
ASV_1068	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1069	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1070	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1071	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1072	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0
ASV_1073	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0
ASV_1074	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0
ASV_1075	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0
ASV_1076	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0
ASV_1077	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0
ASV_1078	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0
ASV_1079	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0
ASV_1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70
ASV_1081	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1082	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1083	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1084	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0
ASV_1085	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0
ASV_1086	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0
ASV_1087	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0
ASV_1088	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0
ASV_1089	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0
ASV_1090	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1091	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1092	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1093	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0
ASV_1094	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0
ASV_1095	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0
ASV_1096	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0
ASV_1097	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0
ASV_1098	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1099	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1100	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1101	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1102	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1103	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1104	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0
ASV_1105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0
ASV_1106	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1107	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1108	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1109	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1110	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1111	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1112	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1113	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0
ASV_1114	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0
ASV_1115	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0
ASV_1116	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0
ASV_1117	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0
ASV_1118	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0
ASV_1119	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1120	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1121	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1122	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1123	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1124	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1125	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1126	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1127	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0
ASV_1128	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0
ASV_1129	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0
ASV_1130	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1131	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1132	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1133	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1134	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1135	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1136	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1137	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0
ASV_1138	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0
ASV_1139	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0
ASV_1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0
ASV_1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64
ASV_1142	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1143	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1144	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1145	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1146	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1147	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1148	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1149	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0
ASV_1150	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0
ASV_1151	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0
ASV_1152	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0
ASV_1153	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0
ASV_1154	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1155	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1156	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1157	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1158	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0
ASV_1159	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0
ASV_1160	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0
ASV_1161	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0
ASV_1162	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0
ASV_1163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
ASV_1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
ASV_1165	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1166	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1167	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1168	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1169	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1170	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1171	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1172	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1173	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1174	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1175	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1176	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1177	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1178	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0
ASV_1179	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0
ASV_1180	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0
ASV_1181	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0
ASV_1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0
ASV_1183	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1184	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1185	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1186	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1187	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1188	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1189	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1190	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1191	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1192	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1193	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0
ASV_1194	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0
ASV_1195	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0
ASV_1196	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0
ASV_1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
ASV_1198	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1199	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1200	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1201	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1202	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1203	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0
ASV_1204	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0
ASV_1205	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0
ASV_1206	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1207	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1208	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1209	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1210	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1211	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1212	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1213	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1214	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1215	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1216	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1217	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1218	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1219	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0
ASV_1220	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0
ASV_1221	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0
ASV_1222	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0
ASV_1223	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0
ASV_1224	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1225	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1226	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1227	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1228	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1229	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1230	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0
ASV_1231	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0
ASV_1232	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0
ASV_1233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0
ASV_1234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0
ASV_1235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0
ASV_1236	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1237	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1238	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1239	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1240	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1241	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1242	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0
ASV_1243	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1244	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1245	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1246	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1247	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1248	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1249	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1250	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0
ASV_1251	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0
ASV_1252	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0
ASV_1253	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0
ASV_1254	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0
ASV_1255	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1256	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1257	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1258	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1259	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1260	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1261	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1262	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1263	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1264	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1265	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1266	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0
ASV_1267	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0
ASV_1268	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0
ASV_1269	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1270	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1271	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1272	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1273	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1274	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1275	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1276	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1277	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0
ASV_1278	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1279	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1280	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1281	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1282	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1283	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0
ASV_1284	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0
ASV_1285	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0
ASV_1286	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0
ASV_1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0
ASV_1288	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1289	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1290	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1291	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1292	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1293	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1294	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1295	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1296	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1297	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1298	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0
ASV_1299	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1300	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1301	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1302	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1303	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1304	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1305	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1306	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1307	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1308	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0
ASV_1309	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0
ASV_1310	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0
ASV_1311	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0
ASV_1312	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0
ASV_1313	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0
ASV_1314	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1315	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1316	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1317	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1318	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1319	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1320	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0
ASV_1321	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0
ASV_1322	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0
ASV_1323	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1324	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1325	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1326	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1327	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1328	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1329	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1330	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1331	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1332	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0
ASV_1333	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0
ASV_1334	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0
ASV_1335	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1336	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1337	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1338	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1339	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1340	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1341	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1342	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1343	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1344	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1345	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0
ASV_1346	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0
ASV_1347	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1348	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1349	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1350	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1351	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1352	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1353	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1354	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1355	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0
ASV_1356	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
ASV_1357	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0
ASV_1358	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0
ASV_1359	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1360	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1361	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1362	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1363	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1364	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1365	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1366	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1367	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1368	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1369	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1370	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0
ASV_1371	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1372	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1373	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1374	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1375	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1376	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1377	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1378	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1379	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0
ASV_1380	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0
ASV_1381	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0
ASV_1382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
ASV_1383	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1384	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1385	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1386	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1387	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1388	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1389	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1390	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1391	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1392	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1393	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0
ASV_1394	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1395	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1396	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1397	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1398	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1399	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1400	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1401	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1402	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0
ASV_1403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
ASV_1404	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1405	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1406	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1407	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1408	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1409	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1410	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0
ASV_1411	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0
ASV_1412	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1413	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1414	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1415	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0
